# 1.因为最初全量导入PAAS平台时，模型唯一标识是由“模型名+日期”组成，后续批次新增的模型日期又与最初的导入的日期不一样，
#  所以导致模型唯一标识没有规律，不方便管理。因此以下这些模型唯一标识是从PAAS平台导出，方便后续更新模型时模型唯一标识不会有变化。
# 2.除了以下模型，后续新增的模型导入PAAS，模型唯一标识都是与模型名一样。
DATANAME,XMLID
TO_MMPLN_ONLN_DVLPR_DAY,TO_MMPLN_ONLN_DVLPR_DAY_20161017
ZJ_TO_P_GROUP_MBR_LOG_D,ZJ_TO_P_GROUP_MBR_LOG_D_20161101
ZJ_TO_P_PRDCT_ORDR_REL_D,ZJ_TO_P_PRDCT_ORDR_REL_D_20161101
ZJ_TO_R_NBR_RES_D,ZJ_TO_R_NBR_RES_D_20161101
ZJ_TO_R_PKG_PRDCT_D,ZJ_TO_R_PKG_PRDCT_D_20161101
ZJ_TO_R_PRDCT_SRV_RES_D,ZJ_TO_R_PRDCT_SRV_RES_D_20161101
ZJ_TR_E_PRDCT_DFN_COND_DAY,ZJ_TR_E_PRDCT_DFN_COND_DAY_20161101
ZJ_TR_R_PRDCT_USE_CHNL_DAY,ZJ_TR_R_PRDCT_USE_CHNL_DAY_20161101
ZJ_TS_BASS_BUSI_TYP,ZJ_TS_BASS_BUSI_TYP_20161101
ZJ_TS_BASS_CNTY_INF,ZJ_TS_BASS_CNTY_INF_20161101
ZJ_TS_BASS_CTY_INF,ZJ_TS_BASS_CTY_INF_20161101
ZJ_TS_BASS_DICT_GRP,ZJ_TS_BASS_DICT_GRP_20161101
ZJ_TS_BASS_DICT_ITEM,ZJ_TS_BASS_DICT_ITEM_20161101
ZJ_TS_BASS_PRDCT,ZJ_TS_BASS_PRDCT_20161101
ZJ_TS_BASS_GOODS_DATA,ZJ_TS_BASS_GOODS_DATA_20161101
ZJ_TS_BASS_PRDCT_SRVC,ZJ_TS_BASS_PRDCT_SRVC_20161101
ZJ_TS_BASS_RES_TYP,ZJ_TS_BASS_RES_TYP_20161101
ZJ_TS_BASS_SRVC,ZJ_TS_BASS_SRVC_20161101
ZJ_TS_PRDCT_PRC_D,ZJ_TS_PRDCT_PRC_D_20161101
ZJ_TS_M_CORP_PRDCT_D,ZJ_TS_M_CORP_PRDCT_D_20161101
TS_P_VGOP1_CHECK_OBJ_M,TS_P_VGOP1_CHECK_OBJ_M_20161017
TS_E_RECHARGE_BILL_D,TS_E_RECHARGE_BILL_D_20161017
TW_PERS_3G_TYJUSR_D,TW_PERS_3G_TYJUSR_D_20161017
TS_BASS_GCUST_IDAY,TS_BASS_GCUST_IDAY_20161017
TYJ_TMP_G21007,TYJ_TMP_G21007_20161017
TYJ_TMP_SMSBUSI,TYJ_TMP_SMSBUSI_20161017
TR_CELL_TYP,TR_CELL_TYP_20161017
TYJ_VOC_CORRECT_TACTIC,TYJ_VOC_CORRECT_TACTIC_20161017
TYJ_TMP_G03004,TYJ_TMP_G03004_20161017
TYJ_USR_FUNC_DAY,TYJ_USR_FUNC_DAY_20161017
TS_LOAD_QY_ACCT_BAL_RPT,TS_LOAD_QY_ACCT_BAL_RPT_20161017
TS_LOAD_QY_ACCT_BAL_RPT_MO,TS_LOAD_QY_ACCT_BAL_RPT_MO_20161017
TS_LOAD_QY_INCOME_RPT,TS_LOAD_QY_INCOME_RPT_20161017
TS_LOAD_QY_INCOME_RPT_MO,TS_LOAD_QY_INCOME_RPT_MO_20161017
TS_LOAD_BOSS_BALTRAN_RPT_DAY,TS_LOAD_BOSS_BALTRAN_RPT_DAY_20161017
TS_LOAD_BOSS_CSH_RPT_DAY,TS_LOAD_BOSS_CSH_RPT_DAY_20161017
TW_SJDCRM_BASS_CARD_RES_MO,TW_SJDCRM_BASS_CARD_RES_MO_20161017
TW_SJDCRM_BASS_USR_CREDIT_MO,TW_SJDCRM_BASS_USR_CREDIT_MO_20161017
TW_SJDCRM_BASS_EBOX_CREDIT_MO,TW_SJDCRM_BASS_EBOX_CREDIT_MO_20161017
TS_LOAD_BOSS_NEWBAL_MO,TS_LOAD_BOSS_NEWBAL_MO_20161017
TS_LOAD_GOTONE_CHRG_RPT_DAY,TS_LOAD_GOTONE_CHRG_RPT_DAY_20161017
TS_LOAD_GIFT_ACCOUNT_CHG_DAY,TS_LOAD_GIFT_ACCOUNT_CHG_DAY_20161017
TS_LOAD_GIFT_ACCOUNT_BAL_MO,TS_LOAD_GIFT_ACCOUNT_BAL_MO_20161017
TO_E_MSTORE_ORDR_D,TO_E_MSTORE_ORDR_D_20161017
TM_NET_PLAN_CELL_M,TM_NET_PLAN_CELL_M_20161017
TS_E_VGOP_SP_BUSI_D,TS_E_VGOP_SP_BUSI_D_20161017
TS_O_VGOP_SP_ENTERP_D,TS_O_VGOP_SP_ENTERP_D_20161017
TS_O_SIMS_SP_INF_D,TS_O_SIMS_SP_INF_D_20161017
TS_O_SIMS_SP_CODE_D,TS_O_SIMS_SP_CODE_D_20161017
TO_MMPLN_INST_DVLPR_MO,TO_MMPLN_INST_DVLPR_MO_20161017
TO_MMPLN_WRK_DLOAD_DAY,TO_MMPLN_WRK_DLOAD_DAY_20161017
TR_SJDCRM_OPR_ROLE_INF,TR_SJDCRM_OPR_ROLE_INF_20161017
TO_CXCRM_ORDER_FEE_DTL_DAY,TO_CXCRM_ORDER_FEE_DTL_DAY_20161017
TS_BASS_SRVC_FUNC_MO,TS_BASS_SRVC_FUNC_MO_20161017
TR_BASS_GOODS_DATA,TR_BASS_GOODS_DATA_20161017
TO_BASS_EBOX_PAY_ADAY,TO_BASS_EBOX_PAY_ADAY_20161017
TO_BASS_ACCEPT_RES_LOG,TO_BASS_ACCEPT_RES_LOG_20161017
TR_DICT_ITEM,TR_DICT_ITEM_20161017
TO_SJDCRM_BASS_PRDCT_ORDR_LOG,TO_SJDCRM_BASS_PRDCT_ORDR_LOG_20161017
TO_SJDCRM_ORDER_FEE_DTL_DAY,TO_SJDCRM_ORDER_FEE_DTL_DAY_20161017
TO_SJDCRM_BASS_ACCEPT_RES_LOG,TO_SJDCRM_BASS_ACCEPT_RES_LOG_20161017
TW_NB_MOBREAD_ASCC_M,TW_NB_MOBREAD_ASCC_M_20161017
TO_139_MAIL_USR_MO,TO_139_MAIL_USR_MO_20161017
TM_NB_MOBLOT_DTL_M,TM_NB_MOBLOT_DTL_M_20161017
TM_NB_MOBLOT_DVLP_M,TM_NB_MOBLOT_DVLP_M_20161017
TS_MMS_MOBNEWS_ORDUSR,TS_MMS_MOBNEWS_ORDUSR_20161017
TO_139_MAIL_FST_PUSHMAIL_MO,TO_139_MAIL_FST_PUSHMAIL_MO_20161017
TO_MOBREAD_USR_PV_MO,TO_MOBREAD_USR_PV_MO_20161017
TO_MOBREAD_USR_PV_ADAY,TO_MOBREAD_USR_PV_ADAY_20161017
TO_MMPLN_USR_ORDER_DAY,TO_MMPLN_USR_ORDER_DAY_20161017
TS_E_139_139CLUB_OPEN_OK_M,TS_E_139_139CLUB_OPEN_OK_M_20161017
TS_E_139_139CLUB_OPEN_FAIL_M,TS_E_139_139CLUB_OPEN_FAIL_M_20161017
TS_E_139_139CLUB_CANCEL_M,TS_E_139_139CLUB_CANCEL_M_20161017
TS_E_DSP_WMUSIC_CLUB_USR_M,TS_E_DSP_WMUSIC_CLUB_USR_M_20161017
TS_E_DSP_POINT_CARD_RECHARGE_D,TS_E_DSP_POINT_CARD_RECHARGE_D_20161017
TS_E_DSP_POINT_CARD_CONSU_D,TS_E_DSP_POINT_CARD_CONSU_D_20161017
TS_E_DSP_MOB_CONSU_D,TS_E_DSP_MOB_CONSU_D_20161017
TS_P_DSP_MOB_NEWSPAPER_USR_M,TS_P_DSP_MOB_NEWSPAPER_USR_M_20161017
TS_P_DSP_MOB_PAPER_CHK_USR_M,TS_P_DSP_MOB_PAPER_CHK_USR_M_20161017
TS_O_DSP_MMS_MOBPAPER_ORDR_RELA_M,TS_O_DSP_MMS_MOBPAPER_ORDR_RELA_M_20161017
TS_O_DSP_MMS_MOBPAPER_ORDR_RELA_D,TS_O_DSP_MMS_MOBPAPER_ORDR_RELA_D_20161017
TS_E_DSP_WAP_NEWS_ORDR_USR_M,TS_E_DSP_WAP_NEWS_ORDR_USR_M_20161017
TS_O_DSP_MMS_MOBPAPER_CODE_D,TS_O_DSP_MMS_MOBPAPER_CODE_D_20161017
TS_E_DSP_139MAIL_BUSI_M,TS_E_DSP_139MAIL_BUSI_M_20161017
TR_CORP_CMCC_TOWN,TR_CORP_CMCC_TOWN_20161017
TO_SJDCRM_BASS_CUST_ADAY,TO_SJDCRM_BASS_CUST_ADAY_20161017
TS_R_NTOP_NETSTABLE_TDCELLS_D,TS_R_NTOP_NETSTABLE_TDCELLS_D_20161017
TO_MMPLN_ONLN_DVLPR_MO,TO_MMPLN_ONLN_DVLPR_MO_20161017
TR_TYJ_AREA,TR_TYJ_AREA_20161017
TS_E_PORTAL_BUSI_OPR_OVIEW_D,TS_E_PORTAL_BUSI_OPR_OVIEW_D_20161017
TS_E_PORTAL_USR_LOGIN_OVIEW_D,TS_E_PORTAL_USR_LOGIN_OVIEW_D_20161017
TS_E_WCHATAPAY_BASEINFO_STAT_D,TS_E_WCHATAPAY_BASEINFO_STAT_D_20161017
TS_E_WCHATAPAY_SERVPROD_ORDR_D,TS_E_WCHATAPAY_SERVPROD_ORDR_D_20161017
TS_E_WCHATAPAY_UDEFMENU_CLICK_D,TS_E_WCHATAPAY_UDEFMENU_CLICK_D_20161017
TS_E_WCHATAPAY_SIMGTXT_CLICK_D,TS_E_WCHATAPAY_SIMGTXT_CLICK_D_20161017
TS_E_WCHATAPAY_MIMGTXT_CLICK_D,TS_E_WCHATAPAY_MIMGTXT_CLICK_D_20161017
TS_E_WCHATAPAY_SYSMENU_D,TS_E_WCHATAPAY_SYSMENU_D_20161017
TS_P_STAFF_M,TS_P_STAFF_M_20161017
TS_E_NETBOOK_PKG_KIND_D,TS_E_NETBOOK_PKG_KIND_D_20161017
TS_EB_DATAPKG_TARIFF_DISC_D,TS_EB_DATAPKG_TARIFF_DISC_D_20161017
TS_EB_DATAPKG_TARIFF_DISC_M,TS_EB_DATAPKG_TARIFF_DISC_M_20161017
TS_O_TYSYS_NBR_D,TS_O_TYSYS_NBR_D_20161017
TO_12580_SEACH_DTL_DAY,TO_12580_SEACH_DTL_DAY_20161017
TO_DBUSI_MOB_VIDEO_ORDER_RELA_MO,TO_DBUSI_MOB_VIDEO_ORDER_RELA_MO_20161017
TO_DBUSI_MOB_VIDEO_USE_MO,TO_DBUSI_MOB_VIDEO_USE_MO_20161017
TO_DBUSI_MOB_VIDEO_BILL_FEE_USR_DAY,TO_DBUSI_MOB_VIDEO_BILL_FEE_USR_DAY_20161017
TYJ_SAM_VOICE_D,TYJ_SAM_VOICE_D_20161017
TS_E_WCHATAPAY_CITY_BUSI_RELA_D,TS_E_WCHATAPAY_CITY_BUSI_RELA_D_20161017
TS_E_WAP_BUSI_ACCESS_DTL_D,TS_E_WAP_BUSI_ACCESS_DTL_D_20161017
TS_E_WAP_GATEWAY_ACCESS_DTL_D,TS_E_WAP_GATEWAY_ACCESS_DTL_D_20161017
TS_O_WAP_URL_D,TS_O_WAP_URL_D_20161017
TS_E_ALXISG_BRSE_USR_NPLY_LOG_D,TS_E_ALXISG_BRSE_USR_NPLY_LOG_D_20161017
TS_E_ALXISG_NBRSE_USR_NPLY_LOG_D,TS_E_ALXISG_NBRSE_USR_NPLY_LOG_D_20161017
TS_E_SMSSPAM_MASSSND_SUCCESS_D,TS_E_SMSSPAM_MASSSND_SUCCESS_D_20161017
TS_E_SMM_MASS_DEVICE_TASK_CMPT_D,TS_E_SMM_MASS_DEVICE_TASK_CMPT_D_20161017
TS_E_SMSBH_UNORDR_DEAL_DTL_D,TS_E_SMSBH_UNORDR_DEAL_DTL_D_20161017
TS_E_SMSBH_BUSI_VOLUME_D,TS_E_SMSBH_BUSI_VOLUME_D_20161017
TS_E_SMSBH_BUSI_VOLUME_M,TS_E_SMSBH_BUSI_VOLUME_M_20161017
TS_E_HWISG_BRSE_USR_NPLY_LOG_D,TS_E_HWISG_BRSE_USR_NPLY_LOG_D_20161017
TS_E_HWISG_NBRSE_USR_NPLY_LOG_D,TS_E_HWISG_NBRSE_USR_NPLY_LOG_D_20161017
TS_E_SMSSPAM_MO_BLKLS_D,TS_E_SMSSPAM_MO_BLKLS_D_20161017
TS_E_SMSSPAM_AO_BLKLS_D,TS_E_SMSSPAM_AO_BLKLS_D_20161017
TO_CHNL_CONTR_INFO,TO_CHNL_CONTR_INFO_20161017
TO_CHNL_CNSTR,TO_CHNL_CNSTR_20161017
TM_CHNL_INV_MO,TM_CHNL_INV_MO_20161017
TW_NB_GPRS_BUSI_SUP_D,TW_NB_GPRS_BUSI_SUP_D_20161017
TO_MOBREAD_BOOK_ORDER_MO,TO_MOBREAD_BOOK_ORDER_MO_20161017
TO_MOBREAD_BOOK_ORDER_ADAY,TO_MOBREAD_BOOK_ORDER_ADAY_20161017
TO_MOBREAD_BOOK_DWNLOAD_MO,TO_MOBREAD_BOOK_DWNLOAD_MO_20161017
TO_MMPLN_VST_CLICHNL_MO,TO_MMPLN_VST_CLICHNL_MO_20161017
TO_MMPLN_CLI_SFTWE_DAY,TO_MMPLN_CLI_SFTWE_DAY_20161017
TO_E_MM_DL_STN_D,TO_E_MM_DL_STN_D_20161017
TS_E_SJD_USR_LOGIN_LOG_D,TS_E_SJD_USR_LOGIN_LOG_D_20161017
TO_RHJF_SPAY_RSLT_M,TO_RHJF_SPAY_RSLT_M_20161017
TO_USR_FEEDBACK_INFO_DAY,TO_USR_FEEDBACK_INFO_DAY_20161017
TS_EB_BBOSS_ECBILL_DIV3_D,TS_EB_BBOSS_ECBILL_DIV3_D_20161017
TS_EB_BBOSS_ECBILL_DIV2_D,TS_EB_BBOSS_ECBILL_DIV2_D_20161017
TW_NB_PCA_USR_ORDR_D,TW_NB_PCA_USR_ORDR_D_20161017
TW_SP_BUSI_M,TW_SP_BUSI_M_20161017
TW_SP_INFO_M,TW_SP_INFO_M_20161017
TW_NB_MM_USR_STS_D,TW_NB_MM_USR_STS_D_20161017
TW_CDR_USR_GPRS_BUSI_M,TW_CDR_USR_GPRS_BUSI_M_20161017
TW_CDR_USR_WLAN_BUSI_D,TW_CDR_USR_WLAN_BUSI_D_20161017
TW_CDR_USR_WLAN_BUSI_M,TW_CDR_USR_WLAN_BUSI_M_20161017
TW_CDR_USRCALL_D,TW_CDR_USRCALL_D_20161017
TS_R_NTOP_UNPLAN_BUILD_CELL_M,TS_R_NTOP_UNPLAN_BUILD_CELL_M_20161017
TS_E_NTOP_NOAS_FLOW_CITY_D,TS_E_NTOP_NOAS_FLOW_CITY_D_20161017
TS_P_NTOP_CHGOACT_USR_M,TS_P_NTOP_CHGOACT_USR_M_20161017
TS_P_NTOP_TOXIC_USR_M,TS_P_NTOP_TOXIC_USR_M_20161017
TS_P_NTOP_HIGH_ARPU_USR_M,TS_P_NTOP_HIGH_ARPU_USR_M_20161017
TS_P_NTOP_BRND_LOYAL_USR_M,TS_P_NTOP_BRND_LOYAL_USR_M_20161017
TS_P_NTOP_PRICE_SENTV_USR_M,TS_P_NTOP_PRICE_SENTV_USR_M_20161017
TS_E_NTOP_TERMSHOP_BY_APP_M,TS_E_NTOP_TERMSHOP_BY_APP_M_20161017
TS_E_NTOP_TERMSHOP_BY_DOMAIN_M,TS_E_NTOP_TERMSHOP_BY_DOMAIN_M_20161017
TS_E_NTOP_TERMSHOP_BY_KWORD_M,TS_E_NTOP_TERMSHOP_BY_KWORD_M_20161017
TS_E_NTOP_HFLUX_NON_TDTERM_M,TS_E_NTOP_HFLUX_NON_TDTERM_M_20161017
BAS_TW_TEST_USR,21c03f2953b9fa3dc2d74bc944686d85
TS_E_NTOP_GXH_ADAPT_APP_D,TS_E_NTOP_GXH_ADAPT_APP_D_20161017
TS_E_NTOP_GXH_ADAPT_STS_D,TS_E_NTOP_GXH_ADAPT_STS_D_20161017
TS_E_NTOP_GXH_ADAPT_FRONT_D,TS_E_NTOP_GXH_ADAPT_FRONT_D_20161017
TO_E_FETION_FL_FTTC_USR_D,TO_E_FETION_FL_FTTC_USR_D_20161017
TW_NB_MOBNEWS_USR_D,TW_NB_MOBNEWS_USR_D_20161017
BAS_MODEL_TEST,d94839b63dade4cbf087d2de9b5a83ea
BAS_TEST_NEW_MODLE,dd75f957599c6214a5de8810d3a2d801
BAS_MODEL_TEST1,fee98ddd606c5ddca06d36020500a641
TO_DBUSI_MOB_VIDEO_USE_DAY,TO_DBUSI_MOB_VIDEO_USE_DAY_20161017
BAS_MODEL_TEST2,cf5044a52a46cb706ee486229241e377
TO_R_SELF_TERM_INF_D,TO_R_SELF_TERM_INF_D_20161017
TO_MM_BUSI_DAY,TO_MM_BUSI_DAY_20161017
ZJ_TW_USR_WLAN_USE_DAY,ZJ_TW_USR_WLAN_USE_DAY_20161101
ZJ_TW_USR_CELLUSE_DAY,ZJ_TW_USR_CELLUSE_DAY_20161101
ZJ_TW_TERM_IMEI_EFF_SEQ_D,ZJ_TW_TERM_IMEI_EFF_SEQ_D_20161101
ZJ_TW_CRUSER_INFO,ZJ_TW_CRUSER_INFO_20161101
ZJ_TW_CMPTCALL_DAY,ZJ_TW_CMPTCALL_DAY_20161101
ZJ_TW_CELL_USE_MO,ZJ_TW_CELL_USE_MO_20161101
ZJ_TW_CALL_DAY,ZJ_TW_CALL_DAY_20161101
TO_MOBNEWS_BUSI_DAY,TO_MOBNEWS_BUSI_DAY_20161017
TO_MOBBUSI_DAY,TO_MOBBUSI_DAY_20161017
TO_O_CLI_DTL_D,TO_O_CLI_DTL_D_20161017
TO_MOBBUSI_MO,TO_MOBBUSI_MO_20161017
TO_MM_BUSI_MO,TO_MM_BUSI_MO_20161017
TO_CRUSR_ORDR_MO,TO_CRUSR_ORDR_MO_20161017
TO_USR_VALCALL_IND_A,TO_USR_VALCALL_IND_A_20161017
TO_CORPKPI_NEW,TO_CORPKPI_NEW_20161017
TW_BASS_GCUST_MO,TW_BASS_GCUST_MO_20161017
TYJ_MON_GCUST,TYJ_MON_GCUST_20161017
TT_BAL_EBOX_UNIT,TT_BAL_EBOX_UNIT_20161017
TR_GOODS_TYP,TR_GOODS_TYP_20161017
TT_USR_TYP,TT_USR_TYP_20161017
TO_USR_GBRND,TO_USR_GBRND_20161017
TR_NGCC_10086_USR_GRADE,TR_NGCC_10086_USR_GRADE_20161017
TO_R_BASEREWARD_INF_M,TO_R_BASEREWARD_INF_M_20161017
TT_CSBUSI_TYP,TT_CSBUSI_TYP_20161017
TT_MAIL_SRVC_TYP,TT_MAIL_SRVC_TYP_20161017
TR_MOB_NEWS,TR_MOB_NEWS_20161017
TT_NUM_PREFIX_TO_DBCTL,TT_NUM_PREFIX_TO_DBCTL_20161017
TS_ZOR,TS_ZOR_20161017
TW_NUM_PREFIX_CHG_DAY,TW_NUM_PREFIX_CHG_DAY_20161017
TS_E_MM_CARTOONJD_ORDR_FMM_D,TS_E_MM_CARTOONJD_ORDR_FMM_D_20161017
TS_E_MM_CARTOONJD_USE_FMM_D,TS_E_MM_CARTOONJD_USE_FMM_D_20161017
TS_E_CRING_DICT_D,TS_E_CRING_DICT_D_20161017
TS_E_CRING_CHAR_DICT_D,TS_E_CRING_CHAR_DICT_D_20161017
TS_E_CPRT_CLIENT_USR_LOGIN_D,TS_E_CPRT_CLIENT_USR_LOGIN_D_20161017
TO_ADC_CORP_USR,TO_ADC_CORP_USR_20161017
TW_CORP_PDTPRT_RELA_MO,TW_CORP_PDTPRT_RELA_MO_20161017
TS_EB_BEPS_TXN_TRADE_LOG_D,TS_EB_BEPS_TXN_TRADE_LOG_D_20161017
TS_E_BEPS_UNTXN_TRADE_LOG_D,TS_E_BEPS_UNTXN_TRADE_LOG_D_20161017
TW_CDR_USR_VOC_BUSI_D,TW_CDR_USR_VOC_BUSI_D_20161017
TW_CDR_USR_VOC_BUSI_M,TW_CDR_USR_VOC_BUSI_M_20161017
TW_CDR_USRCALL_M,TW_CDR_USRCALL_M_20161017
TO_SMSCHNL_RESULT_LOG,TO_SMSCHNL_RESULT_LOG_20161017
TO_SMSCHNL_REQ_SNDSUCC,TO_SMSCHNL_REQ_SNDSUCC_20161017
TO_ZNZSK_SMS_TO_ZNPT_DAY,TO_ZNZSK_SMS_TO_ZNPT_DAY_20161017
TO_SV_SMS_RPT_MO,TO_SV_SMS_RPT_MO_20161017
TO_ZNZSK_ZNPT_TO_SMS_DAY,TO_ZNZSK_ZNPT_TO_SMS_DAY_20161017
TS_SMSCHNL_SMPRESET,TS_SMSCHNL_SMPRESET_20161017
TO_E_FLUX_MARKET_SMS_RPLY_D,TO_E_FLUX_MARKET_SMS_RPLY_D_20161017
TO_E_FLUX_MARKET_SMS_SEND_D,TO_E_FLUX_MARKET_SMS_SEND_D_20161017
TO_RHJF_INTEGRAL_BALANCE_MO,TO_RHJF_INTEGRAL_BALANCE_MO_20161017
TR_RHJF_HSC_MINCONSUME_DAY,TR_RHJF_HSC_MINCONSUME_DAY_20161017
TO_USR_BLACKLIST_DAY,TO_USR_BLACKLIST_DAY_20161017
TO_R_XXT_PORT_AGENT_REL_M,TO_R_XXT_PORT_AGENT_REL_M_20161017
TW_CROSS_BUSI_INCOME_MO,TW_CROSS_BUSI_INCOME_MO_20161017
TO_CORP_INDAPPLY_XXT_ORDER_ADAY,TO_CORP_INDAPPLY_XXT_ORDER_ADAY_20161017
TW_BASS_INTEGRAL_RULE_MO,TW_BASS_INTEGRAL_RULE_MO_20161017
TO_BASS_MULTNBR_REL_ADAY,TO_BASS_MULTNBR_REL_ADAY_20161017
TS_JF_BID_INFO,TS_JF_BID_INFO_20161017
TS_JF_IUSR_CHKWRG_MO,TS_JF_IUSR_CHKWRG_MO_20161017
TS_JF_EZFP0C2N_AY,TS_JF_EZFP0C2N_AY_20161017
TS_JF_EZFP0SC2N,TS_JF_EZFP0SC2N_20161017
TS_JF_BUS_AY,TS_JF_BUS_AY_20161017
TW_FWD_USR_WEEK,TW_FWD_USR_WEEK_20161017
TS_E_VGOP1_GAME_INF_PRICE_D,TS_E_VGOP1_GAME_INF_PRICE_D_20161017
TW_PERS_STAR_CUST_ASES_PROV_M,TW_PERS_STAR_CUST_ASES_PROV_M_20161017
TW_PERS_UNWOFF_USR_M,TW_PERS_UNWOFF_USR_M_20161017
ZJ_TO_BASS_ATTR_CHG_LOG,ZJ_TO_BASS_ATTR_CHG_LOG_20161101
ZJ_TO_BASS_AUTHINFO_MO,ZJ_TO_BASS_AUTHINFO_MO_20161101
ZJ_TO_BASS_BILL_MAIL_IDAY,ZJ_TO_BASS_BILL_MAIL_IDAY_20161101
ZJ_TO_BASS_BKJOB_HIS_MO,ZJ_TO_BASS_BKJOB_HIS_MO_20161101
ZJ_TO_BASS_BKJOB_PARA_MO,ZJ_TO_BASS_BKJOB_PARA_MO_20161101
ZJ_TO_BASS_CARD_RES_MO,ZJ_TO_BASS_CARD_RES_MO_20161101
ZJ_TO_BASS_CORP_INFO_DAY,ZJ_TO_BASS_CORP_INFO_DAY_20161101
ZJ_TO_BASS_CUST,ZJ_TO_BASS_CUST_20161101
ZJ_TO_BASS_CUST_DAY,ZJ_TO_BASS_CUST_DAY_20161101
ZJ_TO_BASS_CUST_MO,ZJ_TO_BASS_CUST_MO_20161101
ZJ_TO_BASS_EBOX,ZJ_TO_BASS_EBOX_20161101
ZJ_TO_BASS_EBOX_CHNL_DAY,ZJ_TO_BASS_EBOX_CHNL_DAY_20161101
ZJ_TO_BASS_EBOX_CREDIT_MO,ZJ_TO_BASS_EBOX_CREDIT_MO_20161101
ZJ_TO_BASS_EBOX_MO,ZJ_TO_BASS_EBOX_MO_20161101
ZJ_TO_BASS_EBOX_DAY,ZJ_TO_BASS_EBOX_DAY_20161101
ZJ_TO_BASS_EBOX_PAY_CHNL,ZJ_TO_BASS_EBOX_PAY_CHNL_20161101
ZJ_TO_BASS_EBOX_PAY_DAY,ZJ_TO_BASS_EBOX_PAY_DAY_20161101
ZJ_TO_BASS_EBOX_PAY_MO,ZJ_TO_BASS_EBOX_PAY_MO_20161101
ZJ_TO_BASS_GCUST_DAY,ZJ_TO_BASS_GCUST_DAY_20161101
ZJ_TO_BASS_GCUST_EBOX_DAY,ZJ_TO_BASS_GCUST_EBOX_DAY_20161101
ZJ_TO_BASS_GIFT_WORKF_LOG,ZJ_TO_BASS_GIFT_WORKF_LOG_20161101
TW_BASS_CORP_PRDCT_SUBATR_MO,TW_BASS_CORP_PRDCT_SUBATR_MO_20161017
TO_BASS_CORP_PRDCT,TO_BASS_CORP_PRDCT_20161017
TO_BASS_FUNC_ATTR_D,TO_BASS_FUNC_ATTR_D_20161017
TW_SJDCRM_BASS_EBOX_PAY_CHNL_MO,TW_SJDCRM_BASS_EBOX_PAY_CHNL_MO_20161017
TO_BASS_EBOX,TO_BASS_EBOX_20161017
TO_BASS_CORP_PRDCT_SUBATR,TO_BASS_CORP_PRDCT_SUBATR_20161017
TS_P_BEPS_USR_M,TS_P_BEPS_USR_M_20161017
TO_E_MOBGAME_PICWORD_USE_USR_D,TO_E_MOBGAME_PICWORD_USE_USR_D_20161017
TO_E_MOBGAME_PICWORD_USE_USR_M,TO_E_MOBGAME_PICWORD_USE_USR_M_20161017
TO_E_MOBGAME_NETWORK_LOGIN_USR_D,TO_E_MOBGAME_NETWORK_LOGIN_USR_D_20161017
TO_E_MOBGAME_NETWORK_LOGIN_USR_M,TO_E_MOBGAME_NETWORK_LOGIN_USR_M_20161017
TO_E_MOBGAME_NETWORK_CNSM_USR_D,TO_E_MOBGAME_NETWORK_CNSM_USR_D_20161017
TO_E_MOBGAME_NETWORK_CNSM_USR_M,TO_E_MOBGAME_NETWORK_CNSM_USR_M_20161017
TO_R_MOBGAME_BUSI_PRDCT_M,TO_R_MOBGAME_BUSI_PRDCT_M_20161017
TO_E_MOBGAME_PKG_KPI_DTL_M,TO_E_MOBGAME_PKG_KPI_DTL_M_20161017
TO_E_MOBGAME_PKG_ORDR_USR_D,TO_E_MOBGAME_PKG_ORDR_USR_D_20161017
TO_E_MOBGAME_PKG_ORDR_USR_M,TO_E_MOBGAME_PKG_ORDR_USR_M_20161017
TO_E_MOBGAME_PKG_PAY_USR_D,TO_E_MOBGAME_PKG_PAY_USR_D_20161017
TO_E_MOBGAME_PKG_PAY_USR_M,TO_E_MOBGAME_PKG_PAY_USR_M_20161017
TO_E_MOBGAME_PKG_CANC_USR_D,TO_E_MOBGAME_PKG_CANC_USR_D_20161017
TO_E_MOBGAME_PKG_CANC_USR_M,TO_E_MOBGAME_PKG_CANC_USR_M_20161017
TM_NET_NPLAN_ACTVCELL_M,TM_NET_NPLAN_ACTVCELL_M_20161017
TS_P_VGOP1_GAME_PAYUSR_D,TS_P_VGOP1_GAME_PAYUSR_D_20161017
TS_P_VGOP1_GAME_DOWNUSR_D,TS_P_VGOP1_GAME_DOWNUSR_D_20161017
TS_O_VGOP1_GAMEPKG_KPI_D,TS_O_VGOP1_GAMEPKG_KPI_D_20161017
TR_RHJF_HSC_PS_RATINGEBOX,TR_RHJF_HSC_PS_RATINGEBOX_20161017
TYJ_DUR_LACK,TYJ_DUR_LACK_20161017
TO_GMCC_CHNL_ACTV_MO,TO_GMCC_CHNL_ACTV_MO_20161017
TO_ESOP_INVC_REC_D,TO_ESOP_INVC_REC_D_20161017
TO_ESOP_INVC_RES_D,TO_ESOP_INVC_RES_D_20161017
TO_ESOP_INV_ORDER_REL_M,TO_ESOP_INV_ORDER_REL_M_20161017
TO_E_INV_ORDR_REL_M,TO_E_INV_ORDR_REL_M_20161017
TO_CRM_ACPT_OPER_INF_D,TO_CRM_ACPT_OPER_INF_D_20161017
